id,created_at,source,clean_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,hashtags,user_mentions,place,place_coord_boundaries
1909,Thu Jun 17 09:43:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Koduku blockbuster talk dhruva tho kuda Bo wise Above Average Status PettaduBabai emo comeback film VS Blockbuster talk tho Average Status PettaduInka Bwass Big Budget Syeraa Unanimous Talk tho Flop status pettaduMirentra Craze Stardom Gurinchi matladedi,0.08,0.38,en,0,0,Prabhas_Dhoni7,33346,182,58,,im_ravirebel,,
1910,Thu Jun 17 09:43:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Years back ochina Srimanthudu ne kottaledu appude ardamaindi mirento mee range ento Babu kali gotiki kuda sariporu miru,0,0,et,0,0,Sameer75194229,64785,1104,1884,,ursMassDHFM,,
1911,Thu Jun 17 09:43:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Australians delighted deal.British farmers not.People care welfare standards not.Those worried carbon footprint couldnt care less,0.266666667,0.383333333,en,0,0,DInfanti,1631,227,470,,EUmoveMACC,,"Woodbridge, England"
1912,Thu Jun 17 09:43:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ah devudu ...... oka chota dhuram chesina prema ni Manaki inko chota esthadu anukodam murkhathwam .... Emo ah inko chota dhorikina prema nu kuda Ayane dhuram cheyyochuga ... So ... Okari kosam kakunda Nitho nuvvu happy ga undatam nerchuko,0.8,1,et,0,0,VinayTarakian,14878,401,379,,IamZaraAnjum,,"Guntur, India"
1913,Thu Jun 17 09:43:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Idhi Ma Fcs .... Kaani Meeru Unnaru Fans Issue kiReact Ayyi Peddavi Chesthaaru ..,0,0,in,0,0,pspk2929,40808,445,707,VakeelSaab,HemanthKumarbn7,,
1914,Thu Jun 17 09:43:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aku tau ramai yg buat perangai gitu biarkan enjin walhal belakang ada ramai manusia sebab dia orang tak pernah terfikir ekzos tu keluarkan gas beracun Malaysia dah kena start fikir bahawa asap kenderaan ni sebenarnya membunuh Hence carbon tax patut dah diwujudkan,0,0,in,0,0,pkckAm,249303,3514,1273,,HezeriSamsuri,,cuba lah cari
1915,Thu Jun 17 09:43:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,wendycollins62,123670,3691,3967,,davidbewart,,Melbourne 
1916,Thu Jun 17 09:43:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Valla ayya nea PAN Indian Level Lo mingonidiki ram Hassan oka lekka .... Family heroes records yenni thavvina disaster saaho ni kuda beat cheyaleru,0,0,et,0,0,VardhanNiteesh,8749,29,78,,Rebelismm,,"Vishakhapatnam, India"
1917,Thu Jun 17 09:43:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I sure people understand irony UK-AUS trade deal impact carbon footprint Glasgow hosting world COP26 summit,0.5,0.888888889,en,0,0,SoupCruncher,59009,1886,2555,,rainie1410,,Sunny Dysart
1918,Thu Jun 17 09:43:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OK need stop giving airtime Tucker/Greene/Boebert focus stuff like It 's getting lost wave stories Greene going Holocaust museum,0.5,0.5,en,0,0,dookielou,112440,2471,4992,,"cburfeind3, trom771",,
1919,Thu Jun 17 09:43:26 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,ian_booth,134725,1118,1124,,davidbewart,,"Born Dainggatti, live Awabakal"
1920,Thu Jun 17 09:43:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Low Ratings tho Day1 talk worst unna Long Run Top5 Nizam Non BB At That Time PettaduIdhe Verey Hero Teesunte Antha Reach kuda aiyyedhi kaadhuPure Stardom Stamina Matters,-0.35,0.566666667,en,0,0,Bharathprince24,47712,977,855,,urstrulyPR,,India
1921,Thu Jun 17 09:43:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",David Morrison CEO technology 's role decarbonization Sahel '' We high resolution open satellite data published twice week This allows us monitor soils globally allowing soil become carbon market solution across world '',0.053333333,0.346666667,en,0,0,SoilWatch,41,50,66,,"1t_org, SoilWatch",,
1922,Thu Jun 17 09:43:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1Data bundle networks2Airtime networks3Cable utility subscriptionsAll affordable ratesNationwide instant deliveryDM always openWhatsApp RT,0,0.666666667,en,0,0,harbaryomee2014,9760,617,600,,mfclothingceo,,"Lagos, Nigeria"
1923,Thu Jun 17 09:43:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Idhi Ma Fcs .... Kaani Meeru Unnaru Fans Issue kiReact Ayyi Peddavi Chesthaaru ..,0,0,in,0,0,PrashuPose17,21051,228,553,VakeelSaab,HemanthKumarbn7,,
1924,Thu Jun 17 09:43:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",After work shower ... nice Dick-Print going,0.6,1,en,0,0,soloenflorida1,6681,185,519,"dickprint, muscledude, thetip, afterworkshower, fuzzychest",PrismaticPup,,
1925,Thu Jun 17 09:43:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Features Pubg mobile lite really good huge potential growth many people invested money game The developers understand fact produce new version PUBGM LITE,0.222727273,0.642424242,en,0,0,OfficialHydra5,3,0,0,,DuniyaYt,,
1926,Thu Jun 17 09:43:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,flickafaida,68986,2146,2803,,davidbewart,,Dja  Dja Wurrung country
1927,Thu Jun 17 09:43:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aku tau ramai yg buat perangai gitu biarkan enjin walhal belakang ada ramai manusia sebab dia orang tak pernah terfikir ekzos tu keluarkan gas beracun Malaysia dah kena start fikir bahawa asap kenderaan ni sebenarnya membunuh Hence carbon tax patut dah diwujudkan,0,0,in,0,0,Mon_cherihariy,28091,123,1017,,HezeriSamsuri,,"Melaka, Malaysia 🇲🇾"
1928,Thu Jun 17 09:43:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Beef lamb removed University 's menu number options increased The result A big drop carbon emissions without losing customers //,0,0.1,en,0,0,OxfordMedic,3041,462,602,"vegetarian, vegan",Cambridge_Uni,,"Oxford, England"
1929,Thu Jun 17 09:43:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Take note I agree AOC lets build low carbon green transport UK,-0.1,0.3,en,0,0,philsturgeon,64949,20372,2616,HS2,"CllrTimHodgson, TheGreenParty",,🇬🇧 🇺🇸 🇪🇺
1930,Thu Jun 17 09:43:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',-0.1,0.7,en,0,0,bsterix,197398,1056,2165,,DrSimEvans,,Bei Stuttgart
1931,Thu Jun 17 09:44:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',-0.1,0.7,en,0,0,nelsonmaf,45295,197,62,,DrSimEvans,,"São Paulo, Brasil"
1932,Thu Jun 17 09:44:01 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",God refreshing see senior politicians pushed answer question truth absolutely idea well pay,0.35,0.95,en,0,0,oliviawood0706,17376,347,507,,darrengrimes_,,
1933,Thu Jun 17 09:44:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",In joined refill revolution switching reusable cups offices Our mission stop plastic pollution within business reduce carbon footprint Read,0,0,en,0,0,struttsbanbury,903,450,902,,bnpparibaspfUK,,"Banbury, England"
1934,Thu Jun 17 09:44:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",people Englands largest carbon store peat beneath countrys huge grouse moor estates Im delighted allegedly become factor investment decisions grouse moors If one please restore peat amp rewild,0.333333333,0.566666667,en,0,0,toby_rhodes,3380,531,774,,guyshrubsole,,Sheffield
1935,Thu Jun 17 09:44:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vadini Dominate Chytaniki Mokham Chupinchalsina Avsaram Kuda Le Stylish StAAr,0.5,1,pl,0,0,iamBalaGovind,8787,555,511,,"ImUday_666, alluarjun",,searching 
1936,Thu Jun 17 09:44:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Researchers Swedish supercar marque started experimenting new type comes semi-active volcanoesThe fuel known Vulcanol produces fewer carbon emissions fossil fuels Discover,0.136363636,0.454545455,en,0,0,etaflorence,3044,714,1337,"Koenigsegg, biofuel",EUBCE,,Firenze
1937,Thu Jun 17 09:44:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Beef lamb removed University 's menu number options increased The result A big drop carbon emissions without losing customers //,0,0.1,en,0,0,MerylPinque,83851,1432,2787,"vegetarian, vegan",Cambridge_Uni,,Vegan.fr
1938,Thu Jun 17 09:44:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Koduku veltey wooden face annaru Babu veltey Aslu dhekanu kuda dhekaledu veltey Indian Mega Star annaruDifference chala untadhi,0,0,et,0,0,Deadpoo87817815,752,65,356,Prabhas,Munna__Tweetz,,
1939,Thu Jun 17 09:44:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Prof Ian Gough speaking workshop high front investment shift reliance carbon taxes fund towards direct state funding .... positive job creation potential decarbonisation,0.121818182,0.621363636,en,0,0,jopintopt,29919,2784,1040,GreenNewDeal,"ProfJohnBarry, LSEnews, ETUI_org",,Bruxelas/Amarante
1940,Thu Jun 17 09:44:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",We year sharing volunteer opportunities consulting nonprofits personal branding organizations Thanks team members everyone believed us Also donate cause,0.1,0.25,en,0,0,OSomkenechukwu,3308,649,814,,EminentSconsult,,Abuja Nigeria
1941,Thu Jun 17 09:44:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Researchers Swedish supercar marque started experimenting new type comes semi-active volcanoesThe fuel known Vulcanol produces fewer carbon emissions fossil fuels Discover,0.136363636,0.454545455,en,0,0,Bsustainablemag,558,558,419,"Koenigsegg, biofuel",EUBCE,,Italy
1942,Thu Jun 17 09:44:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',-0.1,0.7,en,0,0,RobHoenen,37818,714,899,,DrSimEvans,,"Eijsden-Margraten, Nederland"
1943,Thu Jun 17 09:44:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Years back ochina Srimanthudu ne kottaledu appude ardamaindi mirento mee range ento Babu kali gotiki kuda sariporu miru,0,0,et,0,0,JR_MAHESHBABU,165949,1704,1412,,ursMassDHFM,, Andhrapradesh
1944,Thu Jun 17 09:44:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Why using sustainable wood simple way reduce CO2 Trees capture CO2 amp store carbon.When trees become wood products carbon remains wood products.More trees planted size forests carbon sink grows.That 's,0,0.357142857,en,0,0,TimberCut4U,80,183,313,,TimberTradeFed,, United Kingdom
1945,Thu Jun 17 09:44:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",`` I ask pays `` Andrew Neil challenges Rishi Sunak cost Government 's net zero carbon emissions target includes replacing household gas boilers,0,0,en,0,0,lorac22allen,178320,2825,1603,,GBNEWS,,south west wiltshire
1946,Thu Jun 17 09:44:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Examine case studies companies industry achieving net zero carbon BPF online seminar Achieving Net Zero July,0,0,en,0,0,BPFPipesGroup,331,119,97,,TheBPF,,"South East, England"
1947,Thu Jun 17 09:44:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value ... Meeru enni filters/Dlms use chesina Aath Care,0.2,0.5,et,0,0,Deadpoo87817815,753,65,356,Prabhas,darlingfanavi1,,
1948,Thu Jun 17 09:44:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Telangana lo sharmila chesenta work kuda ap lo pawalaa gaadu cheyataledu punakam vachinappudu vastadu hrs speech ichi months underground ila aite politics lo kastam ... aina Politics vundali anedi blood lo vundali le evariki padte vaaniki raadu,0,0,et,0,0,VenuNetha_,302467,1576,962,,9Panduleo,,MB
1949,Thu Jun 17 09:44:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Today Restoring degraded land ... creates jobsraises incomesincreases food securityhelps biodiversity recoverlocks away atmospheric carbon warming EarthLAND part solution //,0,0,en,0,0,IPBES,26421,75686,11667,DesertificationAndDroughtDay,IPBES,,"Bonn, Germany"
1950,Thu Jun 17 09:44:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ceeded break up.Remaining centers kuda tesukuvastha .. Appudu opukuntava lottery gadu amba ani,0,0,et,0,0,Shivapramee3,6529,39,184,,alwaysmohan9,,"Vizianagaram, India"
1951,Thu Jun 17 09:44:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,kim66690354,37941,1827,2221,,davidbewart,,Gubbi Gubbi country
1952,Thu Jun 17 09:44:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,7_jenkinson,55904,3072,1719,,davidbewart,,"Sydney, New South Wales"
1953,Thu Jun 17 09:44:57 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",It estimated million tonnes plastic accumulated world 's oceans Once single-use plastics eventually break particles impact wildlife health oceans ability store carbon,0,0,en,0,0,moonlander33,6910,61,40,,KeepBritainTidy,,Nottingham
1954,Thu Jun 17 09:45:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Miru long run Lo AA/RC records pattukostaro day Lo PK records pattukostaro tiskurandi ra banisa batch ... Aa record tisina daridapullo kuda vundaru ..,-0.05,0.4,fi,0,0,kuppi_kanna,55465,701,387,,Rebelismm,,Prabhas Land
1955,Thu Jun 17 09:45:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Alert read entire threadWe accumulating SPE LONG TERMSave Planet Earth GRAND SLAM team Ph.D environmental/carbon reduction/green energy industry leaders.This project GLOBAL IMPACT connected World Leaders,0.1125,0.50625,en,0,0,yellow1989sea,55,8,46,TEAM360,360_trader,,Jakarta Capital Region
1956,Thu Jun 17 09:45:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value ... Meeru enni filters/Dlms use chesina Aath Care,0.2,0.5,et,0,0,Nagendra_MNK_,586,10,54,Prabhas,darlingfanavi1,,
1957,Thu Jun 17 09:45:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',-0.1,0.7,en,0,0,DrCetra,70,1,368,,DrSimEvans,,Norway
1958,Thu Jun 17 09:45:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Four stats :1 Since total carbon emissions cars reduced 2 One double-decker bus take cars road3 Just UK 's carbon emissions come rail4 /4 households England access car,0,0.75,en,0,0,WineRides,17682,901,1080,,"RobBryher, CBTransport",,England
1959,Thu Jun 17 09:45:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Grootes decided interviews regards violence foreign shop owners Soweto n't worth time ask serious questions organizers.Unlike fake racism stories get much airtime Black Black violence tolerated,-0.113095238,0.422619048,en,0,0,grootdawid,65644,1611,447,,"Unathi_Kwaza, SAfmRadio",,Pretoria
1960,Thu Jun 17 09:45:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vs Carbonon Monday /5All PM PDT/8PM BST,0,0,und,0,0,FrancisAlbertGN,31231,614,901,,"kofgccoman, MachoorTV",,"Oman,Muscat"
1961,Thu Jun 17 09:45:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aku tau ramai yg buat perangai gitu biarkan enjin walhal belakang ada ramai manusia sebab dia orang tak pernah terfikir ekzos tu keluarkan gas beracun Malaysia dah kena start fikir bahawa asap kenderaan ni sebenarnya membunuh Hence carbon tax patut dah diwujudkan,0,0,in,0,0,zmaamor,114895,576,725,,HezeriSamsuri,,Kuala Lumpur Federal Territory
1962,Thu Jun 17 09:45:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",China builds mega dams carbon neutral However hydroelectric mega-dams environmental social costs huge amp also climate,0.216666667,0.483333333,en,0,0,Haroon64706806,89575,299,169,,ashoswai,,
1963,Thu Jun 17 09:45:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value ... Meeru enni filters/Dlms use chesina Aath Care,0.2,0.5,et,0,0,saaho1432,9877,249,377,Prabhas,darlingfanavi1,,
1964,Thu Jun 17 09:45:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Heading towards carbon-neutral future Mazda announced accelerate global electrification plans By Mazda assumes quarter products fully electric models electrified form Read,0,0.0625,en,0,0,USCTrojan4JC,5652,401,3492,,mazdaukpr,,Southern California
1965,Thu Jun 17 09:45:25 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,Nicklorentzen,42029,1442,2173,,davidbewart,,FNQ
1966,Thu Jun 17 09:45:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,waynethomasking,20691,4196,3775,,davidbewart,,"Sunshine Coast QLD, Thailand"
1967,Thu Jun 17 09:45:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",One large cargo ship produces amount pollution million carsHow much carbon UK need off-set increased trade Australia,0.207142857,0.314285714,en,0,0,MJWhiteley,91806,2506,3815,,ukiswitheu,,"York, UK"
1968,Thu Jun 17 09:45:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nenu Personal Pic Petanu Kani Krishna Garu st Wife Undaga nd Marriage Enduku Cheskunaru .. Idhi Antha Kadu Kani Idhi Cheppu,0,0.3,et,0,0,KVM_JSP,41726,118,570,,_PakkaTollywood,,Bangalore
1969,Thu Jun 17 09:45:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today We part play tackling encourage team walk cycle short journeys help reduce carbon footprint amp improve health We 're proud cycling initiative weve even award,0.4,0.65,en,0,0,Agent_Academy,9284,2983,1620,"CleanAirDay, AirPollution",Agent_Marketing,,"North West, England"
1970,Thu Jun 17 09:45:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Last time nen edho rd class trolls rendu esa anthe mega fans Midha ... Adhi kuda heroes personals involve cheyyakunda morphs use cheyyakunda ... Dhaanike sagam mandhi unfollow soft block chesesaru ... It says little kids 're,-0.029166667,0.305555556,en,0,0,KalyanSom4,36036,1308,1233,,ivd_RadheShyam,,"Anantapur, India"
1971,Thu Jun 17 09:45:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The mobile money dealers agents log consent USSD terms conditions give em access USSD platform .. The dealer shall select right anchor access loan limit,0.285714286,0.535714286,en,0,0,afiato_ke,434,1049,736,,"Naj_Daniell, UgEquityBank",,
1972,Thu Jun 17 09:45:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CLIMATE CHANGE Professor Michalis Zervas talks us fibre lasers manufacturing could reduce carbon emissions approximately K tons per annum,-0.4,0.6,en,0,0,UoS_Engagement,2996,2144,1456,,PhotonicsHub,,Southampton
1973,Thu Jun 17 09:45:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",No doubt see sneering journalists seemingly desperate sink leaves port content channels produces regular basis GB News thrive,-0.3,0.538461538,en,0,0,KaranLeMay1,132142,563,127,,"James7Holland, GBNEWS",,
1974,Thu Jun 17 09:45:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Lambie voted AGAINST Medivac Carbon tax protecting whistleblowers banning new coal mines protecting barrier reef senate electoral reform minerals resource rent tax indigenous land rights transgender rights assisting Arts Covid,0.136363636,0.454545455,en,0,0,CallingKellyR,41924,546,947,,davidbewart,,Rentfree in your head??
1975,Thu Jun 17 09:45:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Carbon offsets either 1 paying others cut emissions amp give imaginary carbon credits exchange 2 banking risky/non-existent carbon removal schemes effectively undo emissions sometime future '' allowing continuing business usual,0.116666667,0.391666667,en,0,0,VowlesGlenn,12193,886,4503,,BiodiversitySoS,,"Bristol, England"
1976,Thu Jun 17 09:46:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",welkin moon giveaway bc finally money -u got ta fine logging account giving venmo-mobile/pc -like rt follow would appreciated fb accs similar interests -reply ur fave character xtra entry-ends june th,0.154166667,0.5,en,0,0,_noyasenpai,6587,3079,2207,,siilveon,,she/her • 16 
1977,Thu Jun 17 09:46:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",st blockbuster release avakundane movie chedham ani approach ayyadu Baahubali ki kuda Prabhas fix ayyake story ready chesaru adhi Cutout Value ... Meeru enni filters/Dlms use chesina Aath Care,0.2,0.5,et,0,0,Hemanth87409165,8543,28,76,Prabhas,darlingfanavi1,,
1978,Thu Jun 17 09:46:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Pertandingan kedua Grup C Mempertemukan tim kuda hitam Ukraina melawan Makedonia Utara Siapa yang lebih unggul Ukraina vs Makedonia Utara Kamis Juni WIB LIVE di ..,0.136363636,0.5,in,0,0,mbah_FPL,41135,4629,888,,Official_MNCTV,,1520
1979,Thu Jun 17 09:46:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We urgently need promised Deposit Return Scheme .. Stop millions plastic bottles polluting ocean amp environmentStop littering drinks bottles amp cansReduce carbon emissionsCreate green jobsDeliver circularity Dont bottle,-0.2,0.3,en,0,0,PlasticLlanelli,18,13,35,,HugoSAS,,Llanelli
1980,Thu Jun 17 09:46:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Selain penyapu pihak polis Z10n1s juga pernah menahan amp merampas belon layang layang indomie senapang plastik pembesar suara keldai kuda amp bola Semua ini dianggap dapat memberikan ancaman kepada 'keselamatan awam,0,0,in,0,0,chamiciu,48825,163,187,,fakhrifadzli,,
1981,Thu Jun 17 09:46:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",/99 data It A study access degraded areas arable lands global arable lands degraded least one process aridity vegetation decline salinization carbon decline,-0.15,0.2,en,0,0,UNCCDLibrary,7646,2609,406,"EUSoil, DesertificationAndDroughtDay","PanosPanagos33, EU_ScienceHub",,"Bonn, Germany"
1982,Thu Jun 17 09:46:11 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">global health bot</a>",Today We part play tackling encourage team walk cycle short journeys help reduce carbon footprint amp improve health We 're proud cycling initiative weve even award,0.4,0.65,en,0,0,globalhealthbot,51779,844,1,"CleanAirDay, AirPollution",Agent_Marketing,,
1983,Thu Jun 17 09:46:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",took delivery th Coach week driving forward goal operating zero-emission fleet.Here alongside branded `` Carbon Battle Bus '' safely back Cornwall,0,0,en,0,0,WestwayCoaches,886,1103,407,ZeroEmission,"PelicanYutong, WestwayCoaches",,"London, England"
